title,new title,papago title,google title,pororo title
"""'안재현과 이혼 갈등' 구혜선, 반려견과 여유로운 일상 공개..""""다시 시작""""[★SHOT!]""",안재현과 이혼 갈등 구혜선 반려견과 여유로운 일상 공개 다시 시작,안재현과 이혼 갈등이 빚어지며 구혜선의 반려견과의 일상이 공개됐다.,안재현과 이혼 갈등,이혼 갈등을 빚고 있는 안재현과 구혜선의 편안한 일상 공개
"""[POP이슈]박유천, 마약 혐의 시인→추가자백→""""가족 보기 괴로워..풀려나고파""""[종합]""",박유천 마약 혐의 시인 추가자백 가족 보기 괴로워 풀려나고파,마약류 시인 박유천이 석방되고 싶은 것은 가족을 보고 싶은 마음이 굴뚝같기 때문이다.,박 유 전기 약물은시 중독자 의심을 의심했다,박유천의 마약 혐의가 풀리고 있는 것은 추가 고백 가족을 보기 힘들기 때문이다.
"""유병재 매니저 """"서로 말 안한지 2년 됐다. 요즘 도티랑 일해"""" 서먹""",유병재 매니저 서로 말 안한지 2년 됐다 요즘 도티랑 일해 서먹,유병재 매니저가 이렇게 얘기를 나눈 지 2년이 됐다. 도티랑 같이 일해요,나는 서로 이야기 할 수 없었습니다.,유병재 감독이 서로 이야기를 나누지 않은 지 2년이 지났다. 요즘 도디와 함께 일하는 것에 지쳤다
"""[MBC 연예대상] 전현무, 올해의 예능인상 """"더 겸손한 MBC 아들 될 것""""""",전현무 올해의 예능인상 더 겸손한 MBC 아들 될 것,MBC엔터테인먼트는 전 씨가 현무 1미사일이 될 것이다 겸손한 아들이다.,Hyeon-Moo의 연중의 엔터테인먼트가 더 겸손한 MBC 아들이 될 것입니다.,전현무가 올해 더 겸손한 MBC 아들이 될 것이다.
"""""""워너원 조작 멤버 1명""""…'프듀' 안PD·김CP, 대담한 전 시즌 조작 [종합]""",워너원 조작 멤버 1명 프듀 안PD 김CP 대담한 전 시즌 조작,"워너원의 조작 멤버 중 한 명인 안 PD와 김 PD, 김 CP의 과감한 사계절 조작이 돋보인다.",Wanner의 운영원 1 Predeur PD Kim CP 굵게 모든 계절 운전,워너원의 조작에 대한 김 PD의 과감한 전 시즌 조작
'동백꽃 필 무렵' 흥식이 아빠=까불이?,동백꽃 필 무렵 흥식이 아빠 까불이,동백꽃이 피면 흥식이 아빠는 장난을 친다.,아빠,동백꽃 당시 아버지의 여자친구
"""[단독] 이민호 측근 """"수지와 재결합 NO, 다시 친구로 지내는중""""""",이민호 측근 수지와 재결합 NO 다시 친구로 지내는중,이 대통령은 민호의 절친한 친구 수지야.그녀는 다시 만나지 않아요.그녀는 여전히 친구이다.,이민호의 보좌관 수지와 재결합 번호 아니요,이민호의 측근인 수지와 다시 친구로 돌아갈 예정이다.
"""[공식] FNC """"AOA 민아 탈퇴, 지민·설현·유나·혜정·찬미 재계약""""""",FNC AOA 민아 탈퇴 지민 설현 유나 혜정 찬미 재계약,,FNC AOA Menia Sawena Ji Min Yuhyeon Yuan Yuan.,FNC AOA 민아를 떠난 유나혜정 찬미 설현이 재계약했다.
"""'팬심'마저 등 돌린, 이태임의 '자충수'""",팬심 마저 등 돌린 이태임의 자충수,팬을 등진 이태임의 자급자족.,그것은 팬과 같습니다,팬들조차 등을 돌린 이태임의 자족
"""'안녕하세요' 95kg→52kg, 독한 다이어트로 43kg 감량한 언니""",안녕하세요 95kg 52kg 독한 다이어트로 43kg 감량한 언니,안녕하세요. 95kg 52kg입니다. 저는 다이어트를 열심히 해서 43kg을 뺐어요.,"Hello 95kg 52kg 다이어트 43kg 다이어트,",안녕하세요 95㎏의 다이어트가 강한 93㎏의 여동생
"""씨잼, 대마초 흡연 사실 시인... 동료 래퍼 · 프로듀서도 검거""",씨잼 대마초 흡연 사실 시인 동료 래퍼 프로듀서도 검거,C-Jam 대마초 담배를 피는 동료 래퍼 프로듀서 찾았어요,Sejam Changsha Changsha 흡연시 시원 동료 래퍼 생산자도 체포됩니다.,시인의 동료 래퍼 프로듀서도 마리잼을 흡연한 혐의로 구속됐다.
"""오윤아 “아들, 발달장애…죄스러운 마음으로 살고 있다” [인터뷰]""",오윤아 아들 발달장애 죄스러운 마음으로 살고 있다.,발달 장애의 죄책감을 느끼게 하는 마음으로 오윤아의 아들 산다.,오 아들 아들 발달 장애는 죄 많은 마음으로 살고 있습니다.,오윤아의 아들은 발달장애에 대한 유죄의 마음으로 살고 있다.
"""'나혼자산다' 박정민 """"기안84 팬..새 웹툰은 못 봐"""" 폭소""",나혼자산다 박정민 기안84 팬 새 웹툰은 못 봐 폭소,,박정민 GYA 84 팬 새로운 WebToon,혼자 사는데 박정민 기안84 팬들의 새로운 웹툰이 보이지 않는다.
"""""""의연하자"""" 이상민 사기 혐의 피소에 동료 연예인들이 보인 반응""",의연하자 이상민 사기 혐의 피소에 동료 연예인들이 보인 반응,마시지 걱정해 보자.동료 연예인들은 상민이 회계 부정적인 반응을 보였다.,"바라건대,",그가 의심하는 대로 동료 연예인들은 사기 의혹에 대해 대응했다.
[Oh!쎈 레터] 성추문→아내 폭행설..'또 논란' 김흥국의 아쉬운 행보,성추문 아내 폭행설 또 논란 김흥국의 아쉬운 행보,아내 폭행 의혹에 대한 김흥국의 실망스러운 행보가 이어졌다.,성폭력,김흥국이 아내에 대한 성추행 의혹에 대해 유감스러운 행보를 보였다.
"""서경덕 교수 “BTS 방송취소 日 최악 자충수, ‘많이 쫄았구나’” 직격탄[전문]""",서경덕 교수 BTS 방송취소 일 최악 자충수 많이 쫄았구나 직격탄,"서 교수는 경희대 덕문, BTS의 방송을 취소하는 것도 무서웠음에 틀림 없다.",Seo Kyung Duck 교수 BTS 방송 최악의 상인 취소,서경덕 교수가 방탄소년단 방송을 취소한 것은 자기보수의 최악이었다. 직접 총알
[SC이슈]'9일만 100여명'…'아이스버킷' 션이 쏘아올린 작은 기적(종합),9일만 100여명 아이스버킷 션이 쏘아올린 작은 기적,"불과 9일 만에, 100개의 아이스 버킷 숀이 작은 기적을 일으켰습니다.",100 명의 사람들이있는 작은 기적을 가진 작은 기적,아이스버킷 션이 9일 만에 100개 이상 쏘는 작은 기적
"""[단독]'마약 투약 혐의' 차주혁, 구속영장 발부""",마약 투약 혐의 차주혁 구속영장 발부,차주혁에 대해 마약 투약 혐의로 구속영장이 발부됐다.,마약 복용량 요금,마약 혐의로 차주혁에 대한 구속영장
"""[공식입장 전문]김정현, 건강 문제로 '시간' 하차 확정 """"치료·회복 전념""""""",김정현 건강 문제로 시간 하차 확정 치료 회복 전념,김정현의 건강 문제가 급기야 회복에 집중하는 것으로 확인됐다.,김정현 건강 문제 시간을 내야합니다.,김정현의 건강 문제는 때때로 회복하려는 의도다.
"""[★해시태그] 소이현♥인교진, 딸 하은과 등산 """"신난다""""""",소이현 인교진 딸 하은과 등산 신난다.,"나는 해운, Soihyeon 인 Gyojin의 딸만 가지고 올라가게 되어 무척 흥분됩니다.",Sow Lee Hyun-Jung의 딸과 등반이 흥분됩니다.,"소이현, 인교진의 딸 하은, 등산 등이 흥미진진하다."
"""현아♥이던, 싸이와 계약→태국여행 중..리얼 커플의 욜로 일상 (종합)[★SHOT!]""",현아 이던 싸이와 계약 태국여행 중 리얼 커플의 욜로 일상,현아 이던 싸이. 태국 여행 중 리얼 커플의 욜로 일상.,"Sai와 Hyun-Ah와 계약,",현아 이돈 싸이와 함께 태국으로 계약 여행을 떠나는 진짜 커플의 요로 일상
"""안재현 구혜선 측 """"여러 문제로 결혼 생활 유지 불가, 상의 끝 이혼 결정"""" [공식입장]""",안재현 구혜선 측 여러 문제로 결혼 생활 유지 불가 상의 끝 이혼 결정,안재현과 구혜선은 여러 가지 문제로 결혼 생활이 유지되지 않자 이혼을 결정했다.,안재현,안재현 구혜선이 잇따른 문제 끝에 이혼 결정을 내렸다.
"""""""결혼식 대신 연주회""""…하림, 영화 같은 결혼 발표→쏟아지는 응원 (종합)[Oh!쎈 이슈]""",결혼식 대신 연주회 하림 영화 같은 결혼 발표 쏟아지는 응원,"결혼식, 콘서트 대신 영화 같은 하림의 결혼 발표가 쏟아지고 있다.",결혼식 대신 콘서트 발표,결혼식 대신 콘서트에서 하림 같은 결혼 발표의 응원
"""[어게인TV]""""친자 확인완료""""...'SKY캐슬' 염정아VS김보라, 전쟁 시작""",친자 확인완료 SKY캐슬 염정아VS김보라 전쟁 시작,SKY 캐슬 염정아 VS 김보라. 전쟁이 시작된다.,Pattered Sky Castle Castle Castle VS가 김 보라 전쟁으로 시작했습니다.,SKY 캐슬 염정아 VS 김보라와의 전쟁 시작
"""[N이슈] 최율, 조재현 성추행 의혹 폭로… 소속사 """"상황 파악 중""""""",최율 조재현 성추행 의혹 폭로 소속사 상황 파악 중,최율과 조재현이 소속사 성추행 의혹의 경위 파악에 나섰다.,최대 정서적 매춘,최율의 성추행 의혹에 대한 소속사의 조사
"""‘알함브라 궁전’ 민진웅 시신발견, 사이버 좀비 부활.. 현빈 눈물 (종합)""",알함브라 궁전 민진웅 시신발견 사이버 좀비 부활 현빈 눈물,알함브라 궁전의 민진웅 발견 사이버 좀비 부활 현빈 눈물,Alhambra Palace Min Jin-Woh Cyber 좀비 부활현현 빈 눈물,민진웅이 부활한 사이버 좀비의 현빈 눈물
"""[이슈IS] 양준혁 性스캔들 의혹 """"숨겨진 본성"""" 폭로글 일파만파""",양준혁 성스캔들 의혹 숨겨진 본성 폭로글 일파만파,YangJunhyuk의 성 추문 사건에 대한 의심 그의 가면이 벗겨졌다,양준강,양준혁의 성추문 의혹에 대한 본격적인 폭로
"""[DAY컷] ‘SKY캐슬’ 조미녀 “케이 男 아닌 女, 캐릭터 위해 18kg 증량” (전문)""",SKY캐슬 조미녀 케이 남 아닌 녀 캐릭터 위해 18kg 증량,스카이 캐슬 양념 소녀 Kei를 얻은 18을 위한 남자와 여성 캐릭터들.,하늘 성 조류 숙녀 Cayer 18kg.,SKY 캐슬의 조부모가 아닌 여성 캐릭터의 경우 18㎏이 늘었다.
"""토니안 어머니, 박은혜에 “강단 있어 이혼한 것…며느리 삼고 싶다”""",토니안 어머니 박은혜에 강단 있어 이혼한 것 며느리 삼고 싶다.,토니안의 어머니 박은혜가 결정해서 이혼한 며느리를 갖고 싶다.,"Tonyan Mother Park Eun-Hye, Park Eun-Hye, 나는 이혼하고 싶다.",토니안의 어머니 박은혜에게 강하기 때문에 이혼한 딸이 되고 싶다.
"""[종합] '전참시' 라미란X매니저, 비즈니스 자매…이승윤 '복면가왕' 도전 大성공""",전참시 라미란X매니저 비즈니스 자매 이승윤 복면가왕 도전 대성공,'전지적 참견 시점' 라미란X매니저 비즈니스 시스터즈 이승윤의 복면가왕 도전은 대성공을 거뒀다.,사설 Laman x 관리자 비즈니스 자매 이승운 마스크 도전 축하,라미란X 감독의 비즈니스 여동생 마스크 가수의 왕 이승윤의 큰 성공을 거뒀다.
"""‘하나뿐인 내편’ 윤진이 “유이 아버지, 내 아버지를 죽인 사람” (종합)""",하나뿐인 내편 윤진이 유이 아버지 내 아버지를 죽인 사람,누가 유이의 아버지를 죽였어요 Yunjin 유일한 사람이다.,유이에서 아버지를 죽인 유일한 단 하나 인 Yun Jin 중 하나,유일한 남편 윤진이 아버지 유의를 죽였다.
"""스티븐 호킹 별세, 미드 '빅뱅이론' 추모한 이유""",스티븐 호킹 별세 미드 빅뱅이론 추모한 이유,스티븐 호킹의 데스 미드 빅뱅 이론을 기억하는 이유,Stephen Hocking Star Mid Big Bang 이론 기념관 왜,스티븐 호킹의 사망 중간 빅뱅 이론
"""""""원래 이렇게 예뻤나""""..박나래, 사진발로 설명 안 되는 꽃미모""",원래 이렇게 예뻤나 박나래 사진발로 설명 안 되는 꽃미모,나는 얼마나 예쁜지 그녀는 발로 있는지를 설명해 줄 수 없다.,원래 그것은 너무 예쁘다.,박나래의 사진 영상이 원래 그렇게 예뻤는지 설명하지 않았던 꽃미인
"""[POP이슈]박유천, 마약 혐의 시인→추가자백→""""가족 보기 괴로워..풀려나고파""""[종합]""",박유천 마약 혐의 시인 추가자백 가족 보기 괴로워 풀려나고파,마약류 시인 박유천이 석방되고 싶은 것은 가족을 보고 싶은 마음이 굴뚝같기 때문이다.,박 유 전기 약물은시 중독자 의심을 의심했다,박유천의 마약 혐의가 풀리고 있는 것은 추가 고백 가족을 보기 힘들기 때문이다.
"""“사랑한 죄 밖에 없어”…‘데이트 폭력’ 하나경, 30분 만에 입장 번복 [종합]""",사랑한 죄 밖에 없어 데이트 폭력 하나경 30분 만에 입장 번복,"나경, 누군가를 사랑한 유일한 범죄. 데이트 폭력. 30분 안에 진입한다",나는 사랑의 죄 만 있지 않습니다.,데이트 폭력의 약 30분 만에 반전되는 것은 내가 사랑한 유일한 범죄이기 때문이다
"""하정우, 프로포폴 불법투약 아니었나…채널A, 병원장 문자 공개 [종합]""",하정우 프로포폴 불법투약 아니었나 채널A 병원장 문자 공개,나는 프로포폴의 불법 투약이라고 생각한다. 채널 A 병원장의 문자 메시지.,"하정우는 불법 투여가 아니라 불법 투여가 아니었고, 불법 행정,",채널A병원 하정우 원장이 불법 투약된 것은 아닐 수 있다.
"""""""母도 정신적 충격""""…구혜선, 안재현 '뒷담화→주취상태서 여성들과 긴밀 연락' 주장 [종합]""",모도 정신적 충격 구혜선 안재현 뒷담화 주취상태서 여성들과 긴밀 연락 주장,"모도 멘탈 쇼크 구혜선, 안재현이 만취한 구설수에 여성과의 긴밀한 접촉을 주장했다.",Moria 정신적으로 충격적인 가디언 안재현,"모토 정신적 충격, 구혜선, 안재현 등이 여성들과 긴밀한 접촉을 주장하며 대화의 영향을 받고 있다."
"""[★SNS] 故 최진실 딸 준희, 이소라와 다정한 만남 '훈훈'""",고 최진실 딸 준희 이소라와 다정한 만남 훈훈,타계한 Jinsil의 딸 준희와 이소라야좋은 만남이었다.,최진 - 실의 딸 준희,고(故) 최진실의 딸 준희 이소라와의 친근한 만남
"""'전세계 600만 동시 시청' 방탄소년단 지민, 역시 """"클래스가 달라""""…생방송 글로벌 핫반응""",전세계 600만 동시 시청 방탄소년단 지민 역시 클래스가 달라 생방송 글로벌 핫반응,전 세계 600만 명. 방탄소년단 지민 씨도 클래스가 달라요. 글로벌 핫 리액션.,전세계 600 만 동시보기 방탄 소년 장내도 분류됩니다,시청 방탄소년단 지민 역시 전 세계적으로 수업이 다르며 생중계에 대한 글로벌 뜨거운 반응이다.
